PID_IN,PID_Kp_OUT1,PID_Kid_OUT1,PID_prod1_IN2,PID_int_delayIn_IN1,PID_der_sum1_IN2,PID_der_delay_IN1,PID_der_sum2_IN2,PID_prod1_IN1,PID_prod1_IN2,PID_prod1_OUT1,PID_int_zero_OUT1,PID_int_delayIn_IN1,PID_int_delayIn_OUT1,PID_int_delayIn_IC,PID_int_delta_t_OUT1,PID_int_multDelta_IN1,PID_int_multDelta_IN2,PID_int_multDelta_OUT1,PID_zeroCt_OUT1,PID_int_delayState_IN1,PID_int_delayState_OUT1,PID_int_delayState_IC,PID_int_sumState_IN1,PID_int_sumState_IN2,PID_int_sumState_OUT1,PID_prod2_IN1,PID_prod2_IN2,PID_prod2_OUT1,PID_sum1_IN1,PID_sum1_IN2,PID_sum1_OUT1,PID_der_delta_t_OUT1,PID_der_multIc_IN1,PID_der_multIc_IN2,PID_der_multIc_OUT1,PID_der_neg1_IN1,PID_der_neg1_OUT1,PID_der_sum1_IN1,PID_der_sum1_IN2,PID_der_sum1_OUT1,PID_der_delay_IN1,PID_der_delay_OUT1,PID_der_delay_IC,PID_der_neg2_IN1,PID_der_neg2_OUT1,PID_der_sum2_IN1,PID_der_sum2_IN2,PID_der_sum2_OUT1,PID_der_inv_IN1,PID_der_inv_OUT1,PID_der_mult_IN1,PID_der_mult_IN2,PID_der_mult_OUT1,PID_prod3_IN1,PID_prod3_IN2,PID_prod3_OUT1,PID_sum2_IN1,PID_sum2_IN2,PID_sum2_OUT1,PID_OUT
8376.459702,390,20,8376.459702,8376.459702,8376.459702,8376.459702,8376.459702,390,8376.459702,3266819.284,0,8376.459702,4471.836841,8376.459702,0.1,4471.836841,0.1,447.183684,0,-1834.977236,-1949.134483,-1834.977236,447.183684,-1949.134483,-1501.950799,-1501.950799,20,-30039.01599,3266819.284,-30039.01599,3236780.268,0.1,0,0.1,0,0,0,0,8376.459702,8376.459702,8376.459702,4471.836841,8376.459702,4471.836841,-4471.836841,-4471.836841,8376.459702,3904.622861,0.1,10,3904.622861,10,39046.22861,20,39046.22861,780924.5722,3236780.268,780924.5722,4017704.84,4017704.84
11309.83112,390,20,11309.83112,11309.83112,11309.83112,11309.83112,11309.83112,390,11309.83112,4410834.137,0,11309.83112,8376.459702,11309.83112,0.1,8376.459702,0.1,837.64597,0,-1501.950799,-1834.977236,-1501.950799,837.64597,-1834.977236,-997.331266,-997.331266,20,-19946.62531,4410834.137,-19946.62531,4390887.511,0.1,0,0.1,0,0,0,0,11309.83112,11309.83112,11309.83112,8376.459702,11309.83112,8376.459702,-8376.459702,-8376.459702,11309.83112,2933.371418,0.1,10,2933.371418,10,29333.71418,20,29333.71418,586674.2835,4390887.511,586674.2835,4977561.795,4977561.795
13051.60953,390,20,13051.60953,13051.60953,13051.60953,13051.60953,13051.60953,390,13051.60953,5090127.716,0,13051.60953,11309.83112,13051.60953,0.1,11309.83112,0.1,1130.983112,0,-997.331266,-1501.950799,-997.331266,1130.983112,-1501.950799,-370.967687,-370.967687,20,-7419.353746,5090127.716,-7419.353746,5082708.362,0.1,0,0.1,0,0,0,0,13051.60953,13051.60953,13051.60953,11309.83112,13051.60953,11309.83112,-11309.83112,-11309.83112,13051.60953,1741.778407,0.1,10,1741.778407,10,17417.78407,20,17417.78407,348355.6815,5082708.362,348355.6815,5431064.043,5431064.043
13436.02057,390,20,13436.02057,13436.02057,13436.02057,13436.02057,13436.02057,390,13436.02057,5240048.02,0,13436.02057,13051.60953,13436.02057,0.1,13051.60953,0.1,1305.160953,0,-370.967687,-997.331266,-370.967687,1305.160953,-997.331266,307.829687,307.829687,20,6156.593742,5240048.02,6156.593742,5246204.614,0.1,0,0.1,0,0,0,0,13436.02057,13436.02057,13436.02057,13051.60953,13436.02057,13051.60953,-13051.60953,-13051.60953,13436.02057,384.411037,0.1,10,384.411037,10,3844.110373,20,3844.110373,76882.20745,5246204.614,76882.20745,5323086.821,5323086.821
12306.24913,390,20,12306.24913,12306.24913,12306.24913,12306.24913,12306.24913,390,12306.24913,4799437.162,0,12306.24913,13436.02057,12306.24913,0.1,13436.02057,0.1,1343.602056,0,307.829687,-370.967687,307.829687,1343.602056,-370.967687,972.634369,972.634369,20,19452.68738,4799437.162,19452.68738,4818889.849,0.1,0,0.1,0,0,0,0,12306.24913,12306.24913,12306.24913,13436.02057,12306.24913,13436.02057,-13436.02057,-13436.02057,12306.24913,-1129.771432,0.1,10,-1129.771432,10,-11297.71432,20,-11297.71432,-225954.2864,4818889.849,-225954.2864,4592935.563,4592935.563
9591.363237,390,20,9591.363237,9591.363237,9591.363237,9591.363237,9591.363237,390,9591.363237,3740631.662,0,9591.363237,12306.24913,9591.363237,0.1,12306.24913,0.1,1230.624913,0,972.634369,307.829687,972.634369,1230.624913,307.829687,1538.4546,1538.4546,20,30769.09201,3740631.662,30769.09201,3771400.754,0.1,0,0.1,0,0,0,0,9591.363237,9591.363237,9591.363237,12306.24913,9591.363237,12306.24913,-12306.24913,-12306.24913,9591.363237,-2714.885896,0.1,10,-2714.885896,10,-27148.85896,20,-27148.85896,-542977.1791,3771400.754,-542977.1791,3228423.575,3228423.575
5607.825055,390,20,5607.825055,5607.825055,5607.825055,5607.825055,5607.825055,390,5607.825055,2187051.772,0,5607.825055,9591.363237,5607.825055,0.1,9591.363237,0.1,959.136324,0,1538.4546,972.634369,1538.4546,959.136324,972.634369,1931.770693,1931.770693,20,38635.41386,2187051.772,38635.41386,2225687.185,0.1,0,0.1,0,0,0,0,5607.825055,5607.825055,5607.825055,9591.363237,5607.825055,9591.363237,-9591.363237,-9591.363237,5607.825055,-3983.538182,0.1,10,-3983.538182,10,-39835.38182,20,-39835.38182,-796707.6363,2225687.185,-796707.6363,1428979.549,1428979.549
972.212589,390,20,972.212589,972.212589,972.212589,972.212589,972.212589,390,972.212589,379162.9099,0,972.212589,5607.825055,972.212589,0.1,5607.825055,0.1,560.782506,0,1931.770693,1538.4546,1931.770693,560.782506,1538.4546,2099.237106,2099.237106,20,41984.74212,379162.9099,41984.74212,421147.652,0.1,0,0.1,0,0,0,0,972.212589,972.212589,972.212589,5607.825055,972.212589,5607.825055,-5607.825055,-5607.825055,972.212589,-4635.612466,0.1,10,-4635.612466,10,-46356.12466,20,-46356.12466,-927122.4932,421147.652,-927122.4932,-505974.8412,-505974.8412
-3640.743353,390,20,-3640.743353,-3640.743353,-3640.743353,-3640.743353,-3640.743353,390,-3640.743353,-1419889.908,0,-3640.743353,972.212589,-3640.743353,0.1,972.212589,0.1,97.221259,0,2099.237106,1931.770693,2099.237106,97.221259,1931.770693,2028.991952,2028.991952,20,40579.83904,-1419889.908,40579.83904,-1379310.069,0.1,0,0.1,0,0,0,0,-3640.743353,-3640.743353,-3640.743353,972.212589,-3640.743353,972.212589,-972.212589,-972.212589,-3640.743353,-4612.955942,0.1,10,-4612.955942,10,-46129.55942,20,-46129.55942,-922591.1885,-1379310.069,-922591.1885,-2301901.257,-2301901.257
-7695.844912,390,20,-7695.844912,-7695.844912,-7695.844912,-7695.844912,-7695.844912,390,-7695.844912,-3001379.515,0,-7695.844912,-3640.743353,-7695.844912,0.1,-3640.743353,0.1,-364.074335,0,2028.991952,2099.237106,2028.991952,-364.074335,2099.237106,1735.162771,1735.162771,20,34703.25541,-3001379.515,34703.25541,-2966676.26,0.1,0,0.1,0,0,0,0,-7695.844912,-7695.844912,-7695.844912,-3640.743353,-7695.844912,-3640.743353,3640.743353,3640.743353,-7695.844912,-4055.101559,0.1,10,-4055.101559,10,-40551.01559,20,-40551.01559,-811020.3117,-2966676.26,-811020.3117,-3777696.572,-3777696.572
-10832.09099,390,20,-10832.09099,-10832.09099,-10832.09099,-10832.09099,-10832.09099,390,-10832.09099,-4224515.486,0,-10832.09099,-7695.844912,-10832.09099,0.1,-7695.844912,0.1,-769.584491,0,1735.162771,2028.991952,1735.162771,-769.584491,2028.991952,1259.407461,1259.407461,20,25188.14921,-4224515.486,25188.14921,-4199327.337,0.1,0,0.1,0,0,0,0,-10832.09099,-10832.09099,-10832.09099,-7695.844912,-10832.09099,-7695.844912,7695.844912,7695.844912,-10832.09099,-3136.246079,0.1,10,-3136.246079,10,-31362.46079,20,-31362.46079,-627249.2158,-4199327.337,-627249.2158,-4826576.553,-4826576.553
-12813.08318,390,20,-12813.08318,-12813.08318,-12813.08318,-12813.08318,-12813.08318,390,-12813.08318,-4997102.439,0,-12813.08318,-10832.09099,-12813.08318,0.1,-10832.09099,0.1,-1083.209099,0,1259.407461,1735.162771,1259.407461,-1083.209099,1735.162771,651.953672,651.953672,20,13039.07343,-4997102.439,13039.07343,-4984063.366,0.1,0,0.1,0,0,0,0,-12813.08318,-12813.08318,-12813.08318,-10832.09099,-12813.08318,-10832.09099,10832.09099,10832.09099,-12813.08318,-1980.992187,0.1,10,-1980.992187,10,-19809.92187,20,-19809.92187,-396198.4374,-4984063.366,-396198.4374,-5380261.803,-5380261.803
-13467.06289,390,20,-13467.06289,-13467.06289,-13467.06289,-13467.06289,-13467.06289,390,-13467.06289,-5252154.525,0,-13467.06289,-12813.08318,-13467.06289,0.1,-12813.08318,0.1,-1281.308318,0,651.953672,1259.407461,651.953672,-1281.308318,1259.407461,-21.900857,-21.900857,20,-438.017143,-5252154.525,-438.017143,-5252592.543,0.1,0,0.1,0,0,0,0,-13467.06289,-13467.06289,-13467.06289,-12813.08318,-13467.06289,-12813.08318,12813.08318,12813.08318,-13467.06289,-653.979708,0.1,10,-653.979708,10,-6539.797079,20,-6539.797079,-130795.9416,-5252592.543,-130795.9416,-5383388.484,-5383388.484
-12639.30389,390,20,-12639.30389,-12639.30389,-12639.30389,-12639.30389,-12639.30389,390,-12639.30389,-4929328.517,0,-12639.30389,-13467.06289,-12639.30389,0.1,-13467.06289,0.1,-1346.706289,0,-21.900857,651.953672,-21.900857,-1346.706289,651.953672,-694.752617,-694.752617,20,-13895.05234,-4929328.517,-13895.05234,-4943223.569,0.1,0,0.1,0,0,0,0,-12639.30389,-12639.30389,-12639.30389,-13467.06289,-12639.30389,-13467.06289,13467.06289,13467.06289,-12639.30389,827.758997,0.1,10,827.758997,10,8277.589971,20,8277.589971,165551.7994,-4943223.569,165551.7994,-4777671.769,-4777671.769
-10213.83573,390,20,-10213.83573,-10213.83573,-10213.83573,-10213.83573,-10213.83573,390,-10213.83573,-3983395.935,0,-10213.83573,-12639.30389,-10213.83573,0.1,-12639.30389,0.1,-1263.930389,0,-694.752617,-21.900857,-694.752617,-1263.930389,-21.900857,-1285.831246,-1285.831246,20,-25716.62492,-3983395.935,-25716.62492,-4009112.56,0.1,0,0.1,0,0,0,0,-10213.83573,-10213.83573,-10213.83573,-12639.30389,-10213.83573,-12639.30389,12639.30389,12639.30389,-10213.83573,2425.468157,0.1,10,2425.468157,10,24254.68157,20,24254.68157,485093.6314,-4009112.56,485093.6314,-3524018.929,-3524018.929
-6431.003797,390,20,-6431.003797,-6431.003797,-6431.003797,-6431.003797,-6431.003797,390,-6431.003797,-2508091.481,0,-6431.003797,-10213.83573,-6431.003797,0.1,-10213.83573,0.1,-1021.383573,0,-1285.831246,-694.752617,-1285.831246,-1021.383573,-694.752617,-1716.13619,-1716.13619,20,-34322.7238,-2508091.481,-34322.7238,-2542414.205,0.1,0,0.1,0,0,0,0,-6431.003797,-6431.003797,-6431.003797,-10213.83573,-6431.003797,-10213.83573,10213.83573,10213.83573,-6431.003797,3782.831935,0.1,10,3782.831935,10,37828.31935,20,37828.31935,756566.387,-2542414.205,756566.387,-1785847.818,-1785847.818
-1865.749394,390,20,-1865.749394,-1865.749394,-1865.749394,-1865.749394,-1865.749394,390,-1865.749394,-727642.2637,0,-1865.749394,-6431.003797,-1865.749394,0.1,-6431.003797,0.1,-643.10038,0,-1716.13619,-1285.831246,-1716.13619,-643.10038,-1285.831246,-1928.931626,-1928.931626,20,-38578.63251,-727642.2637,-38578.63251,-766220.8962,0.1,0,0.1,0,0,0,0,-1865.749394,-1865.749394,-1865.749394,-6431.003797,-1865.749394,-6431.003797,6431.003797,6431.003797,-1865.749394,4565.254403,0.1,10,4565.254403,10,45652.54403,20,45652.54403,913050.8806,-766220.8962,913050.8806,146829.9844,146829.9844
2798.747646,390,20,2798.747646,2798.747646,2798.747646,2798.747646,2798.747646,390,2798.747646,1091511.582,0,2798.747646,-1865.749394,2798.747646,0.1,-1865.749394,0.1,-186.574939,0,-1928.931626,-1716.13619,-1928.931626,-186.574939,-1716.13619,-1902.71113,-1902.71113,20,-38054.22259,1091511.582,-38054.22259,1053457.359,0.1,0,0.1,0,0,0,0,2798.747646,2798.747646,2798.747646,-1865.749394,2798.747646,-1865.749394,1865.749394,1865.749394,2798.747646,4664.49704,0.1,10,4664.49704,10,46644.9704,20,46644.9704,932899.408,1053457.359,932899.408,1986356.767,1986356.767
6993.532991,390,20,6993.532991,6993.532991,6993.532991,6993.532991,6993.532991,390,6993.532991,2727477.866,0,6993.532991,2798.747646,6993.532991,0.1,2798.747646,0.1,279.874765,0,-1902.71113,-1928.931626,-1902.71113,279.874765,-1928.931626,-1649.056861,-1649.056861,20,-32981.13722,2727477.866,-32981.13722,2694496.729,0.1,0,0.1,0,0,0,0,6993.532991,6993.532991,6993.532991,2798.747646,6993.532991,2798.747646,-2798.747646,-2798.747646,6993.532991,4194.785345,0.1,10,4194.785345,10,41947.85345,20,41947.85345,838957.0689,2694496.729,838957.0689,3533453.798,3533453.798
10326.69514,390,20,10326.69514,10326.69514,10326.69514,10326.69514,10326.69514,390,10326.69514,4027411.106,0,10326.69514,6993.532991,10326.69514,0.1,6993.532991,0.1,699.353299,0,-1649.056861,-1902.71113,-1649.056861,699.353299,-1902.71113,-1203.357831,-1203.357831,20,-24067.15661,4027411.106,-24067.15661,4003343.95,0.1,0,0.1,0,0,0,0,10326.69514,10326.69514,10326.69514,6993.532991,10326.69514,6993.532991,-6993.532991,-6993.532991,10326.69514,3333.162153,0.1,10,3333.162153,10,33331.62153,20,33331.62153,666632.4307,4003343.95,666632.4307,4669976.38,4669976.38
12542.54181,390,20,12542.54181,12542.54181,12542.54181,12542.54181,12542.54181,390,12542.54181,4891591.305,0,12542.54181,10326.69514,12542.54181,0.1,10326.69514,0.1,1032.669514,0,-1203.357831,-1649.056861,-1203.357831,1032.669514,-1649.056861,-616.387347,-616.387347,20,-12327.74693,4891591.305,-12327.74693,4879263.558,0.1,0,0.1,0,0,0,0,12542.54181,12542.54181,12542.54181,10326.69514,12542.54181,10326.69514,-10326.69514,-10326.69514,12542.54181,2215.846663,0.1,10,2215.846663,10,22158.46663,20,22158.46663,443169.3326,4879263.558,443169.3326,5322432.89,5322432.89
13460.56455,390,20,13460.56455,13460.56455,13460.56455,13460.56455,13460.56455,390,13460.56455,5249620.173,0,13460.56455,12542.54181,13460.56455,0.1,12542.54181,0.1,1254.254181,0,-616.387347,-1203.357831,-616.387347,1254.254181,-1203.357831,50.89635,50.89635,20,1017.927004,5249620.173,1017.927004,5250638.1,0.1,0,0.1,0,0,0,0,13460.56455,13460.56455,13460.56455,12542.54181,13460.56455,12542.54181,-12542.54181,-12542.54181,13460.56455,918.022738,0.1,10,918.022738,10,9180.227377,20,9180.227377,183604.5475,5250638.1,183604.5475,5434242.647,5434242.647
12925.37479,390,20,12925.37479,12925.37479,12925.37479,12925.37479,12925.37479,390,12925.37479,5040896.166,0,12925.37479,13460.56455,12925.37479,0.1,13460.56455,0.1,1346.056454,0,50.89635,-616.387347,50.89635,1346.056454,-616.387347,729.669108,729.669108,20,14593.38216,5040896.166,14593.38216,5055489.549,0.1,0,0.1,0,0,0,0,12925.37479,12925.37479,12925.37479,13460.56455,12925.37479,13460.56455,-13460.56455,-13460.56455,12925.37479,-535.189759,0.1,10,-535.189759,10,-5351.897593,20,-5351.897593,-107037.9519,5055489.549,-107037.9519,4948451.597,4948451.597
10791.7964,390,20,10791.7964,10791.7964,10791.7964,10791.7964,10791.7964,390,10791.7964,4208800.597,0,10791.7964,12925.37479,10791.7964,0.1,12925.37479,0.1,1292.537479,0,729.669108,50.89635,729.669108,1292.537479,50.89635,1343.433829,1343.433829,20,26868.67658,4208800.597,26868.67658,4235669.273,0.1,0,0.1,0,0,0,0,10791.7964,10791.7964,10791.7964,12925.37479,10791.7964,12925.37479,-12925.37479,-12925.37479,10791.7964,-2133.578384,0.1,10,-2133.578384,10,-21335.78384,20,-21335.78384,-426715.6767,4235669.273,-426715.6767,3808953.597,3808953.597
7224.724284,390,20,7224.724284,7224.724284,7224.724284,7224.724284,7224.724284,390,7224.724284,2817642.471,0,7224.724284,10791.7964,7224.724284,0.1,10791.7964,0.1,1079.17964,0,1343.433829,729.669108,1343.433829,1079.17964,729.669108,1808.848748,1808.848748,20,36176.97496,2817642.471,36176.97496,2853819.446,0.1,0,0.1,0,0,0,0,7224.724284,7224.724284,7224.724284,10791.7964,7224.724284,10791.7964,-10791.7964,-10791.7964,7224.724284,-3567.072118,0.1,10,-3567.072118,10,-35670.72118,20,-35670.72118,-713414.4235,2853819.446,-713414.4235,2140405.022,2140405.022
2751.621746,390,20,2751.621746,2751.621746,2751.621746,2751.621746,2751.621746,390,2751.621746,1073132.481,0,2751.621746,7224.724284,2751.621746,0.1,7224.724284,0.1,722.472428,0,1808.848748,1343.433829,1808.848748,722.472428,1343.433829,2065.906257,2065.906257,20,41318.12514,1073132.481,41318.12514,1114450.606,0.1,0,0.1,0,0,0,0,2751.621746,2751.621746,2751.621746,7224.724284,2751.621746,7224.724284,-7224.724284,-7224.724284,2751.621746,-4473.102538,0.1,10,-4473.102538,10,-44731.02538,20,-44731.02538,-894620.5076,1114450.606,-894620.5076,219830.0986,219830.0986
-1943.465137,390,20,-1943.465137,-1943.465137,-1943.465137,-1943.465137,-1943.465137,390,-1943.465137,-757951.4033,0,-1943.465137,2751.621746,-1943.465137,0.1,2751.621746,0.1,275.162175,0,2065.906257,1808.848748,2065.906257,275.162175,1808.848748,2084.010923,2084.010923,20,41680.21845,-757951.4033,41680.21845,-716271.1848,0.1,0,0.1,0,0,0,0,-1943.465137,-1943.465137,-1943.465137,2751.621746,-1943.465137,2751.621746,-2751.621746,-2751.621746,-1943.465137,-4695.086883,0.1,10,-4695.086883,10,-46950.86883,20,-46950.86883,-939017.3766,-716271.1848,-939017.3766,-1655288.561,-1655288.561
-6260.539181,390,20,-6260.539181,-6260.539181,-6260.539181,-6260.539181,-6260.539181,390,-6260.539181,-2441610.281,0,-6260.539181,-1943.465137,-6260.539181,0.1,-1943.465137,0.1,-194.346514,0,2084.010923,2065.906257,2084.010923,-194.346514,2065.906257,1871.559744,1871.559744,20,37431.19487,-2441610.281,37431.19487,-2404179.086,0.1,0,0.1,0,0,0,0,-6260.539181,-6260.539181,-6260.539181,-1943.465137,-6260.539181,-1943.465137,1943.465137,1943.465137,-6260.539181,-4317.074045,0.1,10,-4317.074045,10,-43170.74045,20,-43170.74045,-863414.8089,-2404179.086,-863414.8089,-3267593.895,-3267593.895
-9776.475041,390,20,-9776.475041,-9776.475041,-9776.475041,-9776.475041,-9776.475041,390,-9776.475041,-3812825.266,0,-9776.475041,-6260.539181,-9776.475041,0.1,-6260.539181,0.1,-626.053918,0,1871.559744,2084.010923,1871.559744,-626.053918,2084.010923,1457.957004,1457.957004,20,29159.14009,-3812825.266,29159.14009,-3783666.126,0.1,0,0.1,0,0,0,0,-9776.475041,-9776.475041,-9776.475041,-6260.539181,-9776.475041,-6260.539181,6260.539181,6260.539181,-9776.475041,-3515.93586,0.1,10,-3515.93586,10,-35159.3586,20,-35159.3586,-703187.172,-3783666.126,-703187.172,-4486853.298,-4486853.298
-12215.40903,390,20,-12215.40903,-12215.40903,-12215.40903,-12215.40903,-12215.40903,390,-12215.40903,-4764009.521,0,-12215.40903,-9776.475041,-12215.40903,0.1,-9776.475041,0.1,-977.647504,0,1457.957004,1871.559744,1457.957004,-977.647504,1871.559744,893.912239,893.912239,20,17878.24479,-4764009.521,17878.24479,-4746131.277,0.1,0,0.1,0,0,0,0,-12215.40903,-12215.40903,-12215.40903,-9776.475041,-12215.40903,-9776.475041,9776.475041,9776.475041,-12215.40903,-2438.933988,0.1,10,-2438.933988,10,-24389.33988,20,-24389.33988,-487786.7976,-4746131.277,-487786.7976,-5233918.074,-5233918.074
-13387.55975,390,20,-13387.55975,-13387.55975,-13387.55975,-13387.55975,-13387.55975,390,-13387.55975,-5221148.303,0,-13387.55975,-12215.40903,-13387.55975,0.1,-12215.40903,0.1,-1221.540903,0,893.912239,1457.957004,893.912239,-1221.540903,1457.957004,236.416102,236.416102,20,4728.322031,-5221148.303,4728.322031,-5216419.981,0.1,0,0.1,0,0,0,0,-13387.55975,-13387.55975,-13387.55975,-12215.40903,-13387.55975,-12215.40903,12215.40903,12215.40903,-13387.55975,-1172.150721,0.1,10,-1172.150721,10,-11721.50722,20,-11721.50722,-234430.1443,-5216419.981,-234430.1443,-5450850.125,-5450850.125
-13136.71635,390,20,-13136.71635,-13136.71635,-13136.71635,-13136.71635,-13136.71635,390,-13136.71635,-5123319.378,0,-13136.71635,-13387.55975,-13136.71635,0.1,-13387.55975,0.1,-1338.755975,0,236.416102,893.912239,236.416102,-1338.755975,893.912239,-444.843736,-444.843736,20,-8896.874714,-5123319.378,-8896.874714,-5132216.253,0.1,0,0.1,0,0,0,0,-13136.71635,-13136.71635,-13136.71635,-13387.55975,-13136.71635,-13387.55975,13387.55975,13387.55975,-13136.71635,250.843397,0.1,10,250.843397,10,2508.433969,20,2508.433969,50168.67938,-5132216.253,50168.67938,-5082047.573,-5082047.573
-11303.68864,390,20,-11303.68864,-11303.68864,-11303.68864,-11303.68864,-11303.68864,390,-11303.68864,-4408438.568,0,-11303.68864,-13136.71635,-11303.68864,0.1,-13136.71635,0.1,-1313.671635,0,-444.843736,236.416102,-444.843736,-1313.671635,236.416102,-1077.255534,-1077.255534,20,-21545.11068,-4408438.568,-21545.11068,-4429983.679,0.1,0,0.1,0,0,0,0,-11303.68864,-11303.68864,-11303.68864,-13136.71635,-11303.68864,-13136.71635,13136.71635,13136.71635,-11303.68864,1833.027717,0.1,10,1833.027717,10,18330.27717,20,18330.27717,366605.5434,-4429983.679,366605.5434,-4063378.136,-4063378.136
-7975.685831,390,20,-7975.685831,-7975.685831,-7975.685831,-7975.685831,-7975.685831,390,-7975.685831,-3110517.474,0,-7975.685831,-11303.68864,-7975.685831,0.1,-11303.68864,0.1,-1130.368864,0,-1077.255534,-444.843736,-1077.255534,-1130.368864,-444.843736,-1575.212599,-1575.212599,20,-31504.25199,-3110517.474,-31504.25199,-3142021.726,0.1,0,0.1,0,0,0,0,-7975.685831,-7975.685831,-7975.685831,-11303.68864,-7975.685831,-11303.68864,11303.68864,11303.68864,-7975.685831,3328.002806,0.1,10,3328.002806,10,33280.02806,20,33280.02806,665600.5613,-3142021.726,665600.5613,-2476421.165,-2476421.165
-3622.780392,390,20,-3622.780392,-3622.780392,-3622.780392,-3622.780392,-3622.780392,390,-3622.780392,-1412884.353,0,-3622.780392,-7975.685831,-3622.780392,0.1,-7975.685831,0.1,-797.568583,0,-1575.212599,-1077.255534,-1575.212599,-797.568583,-1077.255534,-1874.824117,-1874.824117,20,-37496.48234,-1412884.353,-37496.48234,-1450380.835,0.1,0,0.1,0,0,0,0,-3622.780392,-3622.780392,-3622.780392,-7975.685831,-3622.780392,-7975.685831,7975.685831,7975.685831,-3622.780392,4352.905439,0.1,10,4352.905439,10,43529.05439,20,43529.05439,870581.0878,-1450380.835,870581.0878,-579799.7474,-579799.7474
1080.749266,390,20,1080.749266,1080.749266,1080.749266,1080.749266,1080.749266,390,1080.749266,421492.2136,0,1080.749266,-3622.780392,1080.749266,0.1,-3622.780392,0.1,-362.278039,0,-1874.824117,-1575.212599,-1874.824117,-362.278039,-1575.212599,-1937.490639,-1937.490639,20,-38749.81277,421492.2136,-38749.81277,382742.4009,0.1,0,0.1,0,0,0,0,1080.749266,1080.749266,1080.749266,-3622.780392,1080.749266,-3622.780392,3622.780392,3622.780392,1080.749266,4703.529658,0.1,10,4703.529658,10,47035.29658,20,47035.29658,940705.9315,382742.4009,940705.9315,1323448.332,1323448.332
5506.747161,390,20,5506.747161,5506.747161,5506.747161,5506.747161,5506.747161,390,5506.747161,2147631.393,0,5506.747161,1080.749266,5506.747161,0.1,1080.749266,0.1,108.074927,0,-1937.490639,-1874.824117,-1937.490639,108.074927,-1874.824117,-1766.74919,-1766.74919,20,-35334.98381,2147631.393,-35334.98381,2112296.409,0.1,0,0.1,0,0,0,0,5506.747161,5506.747161,5506.747161,1080.749266,5506.747161,1080.749266,-1080.749266,-1080.749266,5506.747161,4425.997895,0.1,10,4425.997895,10,44259.97895,20,44259.97895,885199.579,2112296.409,885199.579,2997495.988,2997495.988
9198.586136,390,20,9198.586136,9198.586136,9198.586136,9198.586136,9198.586136,390,9198.586136,3587448.593,0,9198.586136,5506.747161,9198.586136,0.1,5506.747161,0.1,550.674716,0,-1766.74919,-1937.490639,-1766.74919,550.674716,-1937.490639,-1386.815922,-1386.815922,20,-27736.31845,3587448.593,-27736.31845,3559712.275,0.1,0,0.1,0,0,0,0,9198.586136,9198.586136,9198.586136,5506.747161,9198.586136,5506.747161,-5506.747161,-5506.747161,9198.586136,3691.838976,0.1,10,3691.838976,10,36918.38976,20,36918.38976,738367.7951,3559712.275,738367.7951,4298080.07,4298080.07
11856.82191,390,20,11856.82191,11856.82191,11856.82191,11856.82191,11856.82191,390,11856.82191,4624160.544,0,11856.82191,9198.586136,11856.82191,0.1,9198.586136,0.1,919.858614,0,-1386.815922,-1766.74919,-1386.815922,919.858614,-1766.74919,-846.890577,-846.890577,20,-16937.81153,4624160.544,-16937.81153,4607222.733,0.1,0,0.1,0,0,0,0,11856.82191,11856.82191,11856.82191,9198.586136,11856.82191,9198.586136,-9198.586136,-9198.586136,11856.82191,2658.235772,0.1,10,2658.235772,10,26582.35772,20,26582.35772,531647.1545,4607222.733,531647.1545,5138869.887,5138869.887
13279.41347,390,20,13279.41347,13279.41347,13279.41347,13279.41347,13279.41347,390,13279.41347,5178971.255,0,13279.41347,11856.82191,13279.41347,0.1,11856.82191,0.1,1185.682191,0,-846.890577,-1386.815922,-846.890577,1185.682191,-1386.815922,-201.133732,-201.133732,20,-4022.674633,5178971.255,-4022.674633,5174948.58,0.1,0,0.1,0,0,0,0,13279.41347,13279.41347,13279.41347,11856.82191,13279.41347,11856.82191,-11856.82191,-11856.82191,13279.41347,1422.591564,0.1,10,1422.591564,10,14225.91565,20,14225.91565,284518.3129,5174948.58,284518.3129,5459466.893,5459466.893
13306.64099,390,20,13306.64099,13306.64099,13306.64099,13306.64099,13306.64099,390,13306.64099,5189589.985,0,13306.64099,13279.41347,13306.64099,0.1,13279.41347,0.1,1327.941347,0,-201.133732,-846.890577,-201.133732,1327.941347,-846.890577,481.050771,481.050771,20,9621.015412,5189589.985,9621.015412,5199211.001,0.1,0,0.1,0,0,0,0,13306.64099,13306.64099,13306.64099,13279.41347,13306.64099,13279.41347,-13279.41347,-13279.41347,13306.64099,27.227515,0.1,10,27.227515,10,272.275152,20,272.275152,5445.503037,5199211.001,5445.503037,5204656.504,5204656.504
11777.5859,390,20,11777.5859,11777.5859,11777.5859,11777.5859,11777.5859,390,11777.5859,4593258.501,0,11777.5859,13306.64099,11777.5859,0.1,13306.64099,0.1,1330.664099,0,481.050771,-201.133732,481.050771,1330.664099,-201.133732,1129.530367,1129.530367,20,22590.60734,4593258.501,22590.60734,4615849.109,0.1,0,0.1,0,0,0,0,11777.5859,11777.5859,11777.5859,13306.64099,11777.5859,13306.64099,-13306.64099,-13306.64099,11777.5859,-1529.055088,0.1,10,-1529.055088,10,-15290.55088,20,-15290.55088,-305811.0175,4615849.109,-305811.0175,4310038.091,4310038.091
