PID_IN,PID_Kp_OUT1,PID_Kid_OUT1,PID_prod1_IN2,PID_int_delayIn_IN1,PID_der_sum1_IN2,PID_der_delay_IN1,PID_der_sum2_IN2,PID_prod1_IN1,PID_prod1_IN2,PID_prod1_OUT1,PID_int_zero_OUT1,PID_int_delayIn_IN1,PID_int_delayIn_OUT1,PID_int_delayIn_IC,PID_int_delta_t_OUT1,PID_int_multDelta_IN1,PID_int_multDelta_IN2,PID_int_multDelta_OUT1,PID_zeroCt_OUT1,PID_int_delayState_IN1,PID_int_delayState_OUT1,PID_int_delayState_IC,PID_int_sumState_IN1,PID_int_sumState_IN2,PID_int_sumState_OUT1,PID_prod2_IN1,PID_prod2_IN2,PID_prod2_OUT1,PID_sum1_IN1,PID_sum1_IN2,PID_sum1_OUT1,PID_der_delta_t_OUT1,PID_der_multIc_IN1,PID_der_multIc_IN2,PID_der_multIc_OUT1,PID_der_neg1_IN1,PID_der_neg1_OUT1,PID_der_sum1_IN1,PID_der_sum1_IN2,PID_der_sum1_OUT1,PID_der_delay_IN1,PID_der_delay_OUT1,PID_der_delay_IC,PID_der_neg2_IN1,PID_der_neg2_OUT1,PID_der_sum2_IN1,PID_der_sum2_IN2,PID_der_sum2_OUT1,PID_der_inv_IN1,PID_der_inv_OUT1,PID_der_mult_IN1,PID_der_mult_IN2,PID_der_mult_OUT1,PID_prod3_IN1,PID_prod3_IN2,PID_prod3_OUT1,PID_sum2_IN1,PID_sum2_IN2,PID_sum2_OUT1,PID_OUT
-12961.74674,390,20,-12961.74674,-12961.74674,-12961.74674,-12961.74674,-12961.74674,390,-12961.74674,-5055081.23,0,-12961.74674,-12064.1506,-12961.74674,0.1,-12064.1506,0.1,-1206.41506,0,653.702828,1217.095408,653.702828,-1206.41506,1217.095408,10.680348,10.680348,20,213.606965,-5055081.23,213.606965,-5054867.623,0.1,0,0.1,0,0,0,0,-12961.74674,-12961.74674,-12961.74674,-12064.1506,-12961.74674,-12064.1506,12064.1506,12064.1506,-12961.74674,-897.596148,0.1,10,-897.596148,10,-8975.961479,20,-8975.961479,-179519.2296,-5054867.623,-179519.2296,-5234386.853,-5234386.853
-12463.29101,390,20,-12463.29101,-12463.29101,-12463.29101,-12463.29101,-12463.29101,390,-12463.29101,-4860683.492,0,-12463.29101,-12961.74674,-12463.29101,0.1,-12961.74674,0.1,-1296.174674,0,10.680348,653.702828,10.680348,-1296.174674,653.702828,-642.471846,-642.471846,20,-12849.43692,-4860683.492,-12849.43692,-4873532.929,0.1,0,0.1,0,0,0,0,-12463.29101,-12463.29101,-12463.29101,-12961.74674,-12463.29101,-12961.74674,12961.74674,12961.74674,-12463.29101,498.455739,0.1,10,498.455739,10,4984.55739,20,4984.55739,99691.1478,-4873532.929,99691.1478,-4773841.781,-4773841.781
-10425.86983,390,20,-10425.86983,-10425.86983,-10425.86983,-10425.86983,-10425.86983,390,-10425.86983,-4066089.235,0,-10425.86983,-12463.29101,-10425.86983,0.1,-12463.29101,0.1,-1246.329101,0,-642.471846,10.680348,-642.471846,-1246.329101,10.680348,-1235.648752,-1235.648752,20,-24712.97505,-4066089.235,-24712.97505,-4090802.21,0.1,0,0.1,0,0,0,0,-10425.86983,-10425.86983,-10425.86983,-12463.29101,-10425.86983,-12463.29101,12463.29101,12463.29101,-10425.86983,2037.421171,0.1,10,2037.421171,10,20374.21171,20,20374.21171,407484.2342,-4090802.21,407484.2342,-3683317.976,-3683317.976
-6995.718384,390,20,-6995.718384,-6995.718384,-6995.718384,-6995.718384,-6995.718384,390,-6995.718384,-2728330.17,0,-6995.718384,-10425.86983,-6995.718384,0.1,-10425.86983,0.1,-1042.586983,0,-1235.648752,-642.471846,-1235.648752,-1042.586983,-642.471846,-1685.05883,-1685.05883,20,-33701.17659,-2728330.17,-33701.17659,-2762031.346,0.1,0,0.1,0,0,0,0,-6995.718384,-6995.718384,-6995.718384,-10425.86983,-6995.718384,-10425.86983,10425.86983,10425.86983,-6995.718384,3430.151451,0.1,10,3430.151451,10,34301.51451,20,34301.51451,686030.2901,-2762031.346,686030.2901,-2076001.056,-2076001.056
-2666.0094,390,20,-2666.0094,-2666.0094,-2666.0094,-2666.0094,-2666.0094,390,-2666.0094,-1039743.666,0,-2666.0094,-6995.718384,-2666.0094,0.1,-6995.718384,0.1,-699.571838,0,-1685.05883,-1235.648752,-1685.05883,-699.571838,-1235.648752,-1935.220591,-1935.220591,20,-38704.41181,-1039743.666,-38704.41181,-1078448.078,0.1,0,0.1,0,0,0,0,-2666.0094,-2666.0094,-2666.0094,-6995.718384,-2666.0094,-6995.718384,6995.718384,6995.718384,-2666.0094,4329.708983,0.1,10,4329.708983,10,43297.08984,20,43297.08984,865941.7967,-1078448.078,865941.7967,-212506.2812,-212506.2812
1908.670308,390,20,1908.670308,1908.670308,1908.670308,1908.670308,1908.670308,390,1908.670308,744381.42,0,1908.670308,-2666.0094,1908.670308,0.1,-2666.0094,0.1,-266.60094,0,-1935.220591,-1685.05883,-1935.220591,-266.60094,-1685.05883,-1951.65977,-1951.65977,20,-39033.19539,744381.42,-39033.19539,705348.2246,0.1,0,0.1,0,0,0,0,1908.670308,1908.670308,1908.670308,-2666.0094,1908.670308,-2666.0094,2666.0094,2666.0094,1908.670308,4574.679708,0.1,10,4574.679708,10,45746.79708,20,45746.79708,914935.9416,705348.2246,914935.9416,1620284.166,1620284.166
6140.205414,390,20,6140.205414,6140.205414,6140.205414,6140.205414,6140.205414,390,6140.205414,2394680.111,0,6140.205414,1908.670308,6140.205414,0.1,1908.670308,0.1,190.867031,0,-1951.65977,-1935.220591,-1951.65977,190.867031,-1935.220591,-1744.35356,-1744.35356,20,-34887.0712,2394680.111,-34887.0712,2359793.04,0.1,0,0.1,0,0,0,0,6140.205414,6140.205414,6140.205414,1908.670308,6140.205414,1908.670308,-1908.670308,-1908.670308,6140.205414,4231.535106,0.1,10,4231.535106,10,42315.35106,20,42315.35106,846307.0212,2359793.04,846307.0212,3206100.061,3206100.061
9604.677482,390,20,9604.677482,9604.677482,9604.677482,9604.677482,9604.677482,390,9604.677482,3745824.218,0,9604.677482,6140.205414,9604.677482,0.1,6140.205414,0.1,614.020541,0,-1744.35356,-1951.65977,-1744.35356,614.020541,-1951.65977,-1337.639228,-1337.639228,20,-26752.78456,3745824.218,-26752.78456,3719071.433,0.1,0,0.1,0,0,0,0,9604.677482,9604.677482,9604.677482,6140.205414,9604.677482,6140.205414,-6140.205414,-6140.205414,9604.677482,3464.472068,0.1,10,3464.472068,10,34644.72068,20,34644.72068,692894.4135,3719071.433,692894.4135,4411965.847,4411965.847
12021.33514,390,20,12021.33514,12021.33514,12021.33514,12021.33514,12021.33514,390,12021.33514,4688320.704,0,12021.33514,9604.677482,12021.33514,0.1,9604.677482,0.1,960.467748,0,-1337.639228,-1744.35356,-1337.639228,960.467748,-1744.35356,-783.885812,-783.885812,20,-15677.71624,4688320.704,-15677.71624,4672642.987,0.1,0,0.1,0,0,0,0,12021.33514,12021.33514,12021.33514,9604.677482,12021.33514,9604.677482,-9604.677482,-9604.677482,12021.33514,2416.657656,0.1,10,2416.657656,10,24166.57656,20,24166.57656,483331.5312,4672642.987,483331.5312,5155974.519,5155974.519
13196.18342,390,20,13196.18342,13196.18342,13196.18342,13196.18342,13196.18342,390,13196.18342,5146511.535,0,13196.18342,12021.33514,13196.18342,0.1,12021.33514,0.1,1202.133514,0,-783.885812,-1337.639228,-783.885812,1202.133514,-1337.639228,-135.505714,-135.505714,20,-2710.114288,5146511.535,-2710.114288,5143801.421,0.1,0,0.1,0,0,0,0,13196.18342,13196.18342,13196.18342,12021.33514,13196.18342,12021.33514,-12021.33514,-12021.33514,13196.18342,1174.848285,0.1,10,1174.848285,10,11748.48285,20,11748.48285,234969.6571,5143801.421,234969.6571,5378771.078,5378771.078
12971.07513,390,20,12971.07513,12971.07513,12971.07513,12971.07513,12971.07513,390,12971.07513,5058719.301,0,12971.07513,13196.18342,12971.07513,0.1,13196.18342,0.1,1319.618342,0,-135.505714,-783.885812,-135.505714,1319.618342,-783.885812,535.732531,535.732531,20,10714.65061,5058719.301,10714.65061,5069433.952,0.1,0,0.1,0,0,0,0,12971.07513,12971.07513,12971.07513,13196.18342,12971.07513,13196.18342,-13196.18342,-13196.18342,12971.07513,-225.108291,0.1,10,-225.108291,10,-2251.08291,20,-2251.08291,-45021.65821,5069433.952,-45021.65821,5024412.294,5024412.294
11186.96803,390,20,11186.96803,11186.96803,11186.96803,11186.96803,11186.96803,390,11186.96803,4362917.53,0,11186.96803,12971.07513,11186.96803,0.1,12971.07513,0.1,1297.107513,0,535.732531,-135.505714,535.732531,1297.107513,-135.505714,1161.601799,1161.601799,20,23232.03598,4362917.53,23232.03598,4386149.566,0.1,0,0.1,0,0,0,0,11186.96803,11186.96803,11186.96803,12971.07513,11186.96803,12971.07513,-12971.07513,-12971.07513,11186.96803,-1784.107107,0.1,10,-1784.107107,10,-17841.07107,20,-17841.07107,-356821.4214,4386149.566,-356821.4214,4029328.144,4029328.144
7922.487348,390,20,7922.487348,7922.487348,7922.487348,7922.487348,7922.487348,390,7922.487348,3089770.066,0,7922.487348,11186.96803,7922.487348,0.1,11186.96803,0.1,1118.696803,0,1161.601799,535.732531,1161.601799,1118.696803,535.732531,1654.429333,1654.429333,20,33088.58666,3089770.066,33088.58666,3122858.653,0.1,0,0.1,0,0,0,0,7922.487348,7922.487348,7922.487348,11186.96803,7922.487348,11186.96803,-11186.96803,-11186.96803,7922.487348,-3264.480677,0.1,10,-3264.480677,10,-32644.80677,20,-32644.80677,-652896.1353,3122858.653,-652896.1353,2469962.517,2469962.517
3632.899378,390,20,3632.899378,3632.899378,3632.899378,3632.899378,3632.899378,390,3632.899378,1416830.757,0,3632.899378,7922.487348,3632.899378,0.1,7922.487348,0.1,792.248735,0,1654.429333,1161.601799,1654.429333,792.248735,1161.601799,1953.850534,1953.850534,20,39077.01067,1416830.757,39077.01067,1455907.768,0.1,0,0.1,0,0,0,0,3632.899378,3632.899378,3632.899378,7922.487348,3632.899378,7922.487348,-7922.487348,-7922.487348,3632.899378,-4289.587971,0.1,10,-4289.587971,10,-42895.87971,20,-42895.87971,-857917.5941,1455907.768,-857917.5941,597990.174,597990.174
-1020.066783,390,20,-1020.066783,-1020.066783,-1020.066783,-1020.066783,-1020.066783,390,-1020.066783,-397826.0454,0,-1020.066783,3632.899378,-1020.066783,0.1,3632.899378,0.1,363.289938,0,1953.850534,1654.429333,1953.850534,363.289938,1654.429333,2017.719271,2017.719271,20,40354.38542,-397826.0454,40354.38542,-357471.66,0.1,0,0.1,0,0,0,0,-1020.066783,-1020.066783,-1020.066783,3632.899378,-1020.066783,3632.899378,-3632.899378,-3632.899378,-1020.066783,-4652.966161,0.1,10,-4652.966161,10,-46529.66161,20,-46529.66161,-930593.2322,-357471.66,-930593.2322,-1288064.892,-1288064.892
-5412.959485,390,20,-5412.959485,-5412.959485,-5412.959485,-5412.959485,-5412.959485,390,-5412.959485,-2111054.199,0,-5412.959485,-1020.066783,-5412.959485,0.1,-1020.066783,0.1,-102.006678,0,2017.719271,1953.850534,2017.719271,-102.006678,1953.850534,1851.843855,1851.843855,20,37036.87711,-2111054.199,37036.87711,-2074017.322,0.1,0,0.1,0,0,0,0,-5412.959485,-5412.959485,-5412.959485,-1020.066783,-5412.959485,-1020.066783,1020.066783,1020.066783,-5412.959485,-4392.892702,0.1,10,-4392.892702,10,-43928.92702,20,-43928.92702,-878578.5404,-2074017.322,-878578.5404,-2952595.863,-2952595.863
-9088.330935,390,20,-9088.330935,-9088.330935,-9088.330935,-9088.330935,-9088.330935,390,-9088.330935,-3544449.065,0,-9088.330935,-5412.959485,-9088.330935,0.1,-5412.959485,0.1,-541.295949,0,1851.843855,2017.719271,1851.843855,-541.295949,2017.719271,1476.423322,1476.423322,20,29528.46645,-3544449.065,29528.46645,-3514920.598,0.1,0,0.1,0,0,0,0,-9088.330935,-9088.330935,-9088.330935,-5412.959485,-9088.330935,-5412.959485,5412.959485,5412.959485,-9088.330935,-3675.37145,0.1,10,-3675.37145,10,-36753.7145,20,-36753.7145,-735074.2899,-3514920.598,-735074.2899,-4249994.888,-4249994.888
-11744.40052,390,20,-11744.40052,-11744.40052,-11744.40052,-11744.40052,-11744.40052,390,-11744.40052,-4580316.201,0,-11744.40052,-9088.330935,-11744.40052,0.1,-9088.330935,0.1,-908.833093,0,1476.423322,1851.843855,1476.423322,-908.833093,1851.843855,943.010762,943.010762,20,18860.21524,-4580316.201,18860.21524,-4561455.986,0.1,0,0.1,0,0,0,0,-11744.40052,-11744.40052,-11744.40052,-9088.330935,-11744.40052,-9088.330935,9088.330935,9088.330935,-11744.40052,-2656.069581,0.1,10,-2656.069581,10,-26560.69581,20,-26560.69581,-531213.9163,-4561455.986,-531213.9163,-5092669.902,-5092669.902
-13177.46403,390,20,-13177.46403,-13177.46403,-13177.46403,-13177.46403,-13177.46403,390,-13177.46403,-5139210.972,0,-13177.46403,-11744.40052,-13177.46403,0.1,-11744.40052,0.1,-1174.440052,0,943.010762,1476.423322,943.010762,-1174.440052,1476.423322,301.983271,301.983271,20,6039.665414,-5139210.972,6039.665414,-5133171.307,0.1,0,0.1,0,0,0,0,-13177.46403,-13177.46403,-13177.46403,-11744.40052,-13177.46403,-11744.40052,11744.40052,11744.40052,-13177.46403,-1433.063515,0.1,10,-1433.063515,10,-14330.63515,20,-14330.63515,-286612.7029,-5133171.307,-286612.7029,-5419784.01,-5419784.01
-13227.51826,390,20,-13227.51826,-13227.51826,-13227.51826,-13227.51826,-13227.51826,390,-13227.51826,-5158732.121,0,-13227.51826,-13177.46403,-13227.51826,0.1,-13177.46403,0.1,-1317.746403,0,301.983271,943.010762,301.983271,-1317.746403,943.010762,-374.735641,-374.735641,20,-7494.712825,-5158732.121,-7494.712825,-5166226.834,0.1,0,0.1,0,0,0,0,-13227.51826,-13227.51826,-13227.51826,-13177.46403,-13227.51826,-13177.46403,13177.46403,13177.46403,-13227.51826,-50.054228,0.1,10,-50.054228,10,-500.542275,20,-500.542275,-10010.8455,-5166226.834,-10010.8455,-5176237.679,-5176237.679
-11735.15446,390,20,-11735.15446,-11735.15446,-11735.15446,-11735.15446,-11735.15446,390,-11735.15446,-4576710.24,0,-11735.15446,-13227.51826,-11735.15446,0.1,-13227.51826,0.1,-1322.751826,0,-374.735641,301.983271,-374.735641,-1322.751826,301.983271,-1020.768555,-1020.768555,20,-20415.3711,-4576710.24,-20415.3711,-4597125.611,0.1,0,0.1,0,0,0,0,-11735.15446,-11735.15446,-11735.15446,-13227.51826,-11735.15446,-13227.51826,13227.51826,13227.51826,-11735.15446,1492.363796,0.1,10,1492.363796,10,14923.63796,20,14923.63796,298472.7593,-4597125.611,298472.7593,-4298652.852,-4298652.852
-8704.55731,390,20,-8704.55731,-8704.55731,-8704.55731,-8704.55731,-8704.55731,390,-8704.55731,-3394777.351,0,-8704.55731,-11735.15446,-8704.55731,0.1,-11735.15446,0.1,-1173.515446,0,-1020.768555,-374.735641,-1020.768555,-1173.515446,-374.735641,-1548.251087,-1548.251087,20,-30965.02175,-3394777.351,-30965.02175,-3425742.373,0.1,0,0.1,0,0,0,0,-8704.55731,-8704.55731,-8704.55731,-11735.15446,-8704.55731,-11735.15446,11735.15446,11735.15446,-8704.55731,3030.597152,0.1,10,3030.597152,10,30305.97152,20,30305.97152,606119.4303,-3425742.373,606119.4303,-2819622.943,-2819622.943
-4532.527328,390,20,-4532.527328,-4532.527328,-4532.527328,-4532.527328,-4532.527328,390,-4532.527328,-1767685.658,0,-4532.527328,-8704.55731,-4532.527328,0.1,-8704.55731,0.1,-870.455731,0,-1548.251087,-1020.768555,-1548.251087,-870.455731,-1020.768555,-1891.224286,-1891.224286,20,-37824.48572,-1767685.658,-37824.48572,-1805510.144,0.1,0,0.1,0,0,0,0,-4532.527328,-4532.527328,-4532.527328,-8704.55731,-4532.527328,-8704.55731,8704.55731,8704.55731,-4532.527328,4172.029982,0.1,10,4172.029982,10,41720.29982,20,41720.29982,834405.9964,-1805510.144,834405.9964,-971104.1474,-971104.1474
133.2348,390,20,133.2348,133.2348,133.2348,133.2348,133.2348,390,133.2348,51961.57183,0,133.2348,-4532.527328,133.2348,0.1,-4532.527328,0.1,-453.252733,0,-1891.224286,-1548.251087,-1891.224286,-453.252733,-1548.251087,-2001.50382,-2001.50382,20,-40030.07641,51961.57183,-40030.07641,11931.49543,0.1,0,0.1,0,0,0,0,133.2348,133.2348,133.2348,-4532.527328,133.2348,-4532.527328,4532.527328,4532.527328,133.2348,4665.762128,0.1,10,4665.762128,10,46657.62128,20,46657.62128,933152.4256,11931.49543,933152.4256,945083.921,945083.921
4642.077351,390,20,4642.077351,4642.077351,4642.077351,4642.077351,4642.077351,390,4642.077351,1810410.167,0,4642.077351,133.2348,4642.077351,0.1,133.2348,0.1,13.32348,0,-2001.50382,-1891.224286,-2001.50382,13.32348,-1891.224286,-1877.900806,-1877.900806,20,-37558.01612,1810410.167,-37558.01612,1772852.151,0.1,0,0.1,0,0,0,0,4642.077351,4642.077351,4642.077351,133.2348,4642.077351,133.2348,-133.2348,-133.2348,4642.077351,4508.842552,0.1,10,4508.842552,10,45088.42552,20,45088.42552,901768.5103,1772852.151,901768.5103,2674620.661,2674620.661
8501.096839,390,20,8501.096839,8501.096839,8501.096839,8501.096839,8501.096839,390,8501.096839,3315427.767,0,8501.096839,4642.077351,8501.096839,0.1,4642.077351,0.1,464.207735,0,-1877.900806,-2001.50382,-1877.900806,464.207735,-2001.50382,-1537.296085,-1537.296085,20,-30745.9217,3315427.767,-30745.9217,3284681.846,0.1,0,0.1,0,0,0,0,8501.096839,8501.096839,8501.096839,4642.077351,8501.096839,4642.077351,-4642.077351,-4642.077351,8501.096839,3859.019488,0.1,10,3859.019488,10,38590.19488,20,38590.19488,771803.8976,3284681.846,771803.8976,4056485.743,4056485.743
11382.64552,390,20,11382.64552,11382.64552,11382.64552,11382.64552,11382.64552,390,11382.64552,4439231.755,0,11382.64552,8501.096839,11382.64552,0.1,8501.096839,0.1,850.109684,0,-1537.296085,-1877.900806,-1537.296085,850.109684,-1877.900806,-1027.791122,-1027.791122,20,-20555.82245,4439231.755,-20555.82245,4418675.932,0.1,0,0.1,0,0,0,0,11382.64552,11382.64552,11382.64552,8501.096839,11382.64552,8501.096839,-8501.096839,-8501.096839,11382.64552,2881.548685,0.1,10,2881.548685,10,28815.48685,20,28815.48685,576309.737,4418675.932,576309.737,4994985.669,4994985.669
13069.02176,390,20,13069.02176,13069.02176,13069.02176,13069.02176,13069.02176,390,13069.02176,5096918.486,0,13069.02176,11382.64552,13069.02176,0.1,11382.64552,0.1,1138.264552,0,-1027.791122,-1537.296085,-1027.791122,1138.264552,-1537.296085,-399.031533,-399.031533,20,-7980.630655,5096918.486,-7980.630655,5088937.855,0.1,0,0.1,0,0,0,0,13069.02176,13069.02176,13069.02176,11382.64552,13069.02176,11382.64552,-11382.64552,-11382.64552,13069.02176,1686.376233,0.1,10,1686.376233,10,16863.76233,20,16863.76233,337275.2467,5088937.855,337275.2467,5426213.102,5426213.102
13395.23294,390,20,13395.23294,13395.23294,13395.23294,13395.23294,13395.23294,390,13395.23294,5224140.848,0,13395.23294,13069.02176,13395.23294,0.1,13069.02176,0.1,1306.902176,0,-399.031533,-1027.791122,-399.031533,1306.902176,-1027.791122,279.111054,279.111054,20,5582.22107,5224140.848,5582.22107,5229723.069,0.1,0,0.1,0,0,0,0,13395.23294,13395.23294,13395.23294,13069.02176,13395.23294,13069.02176,-13069.02176,-13069.02176,13395.23294,326.211186,0.1,10,326.211186,10,3262.111864,20,3262.111864,65242.23727,5229723.069,65242.23727,5294965.307,5294965.307
12203.92919,390,20,12203.92919,12203.92919,12203.92919,12203.92919,12203.92919,390,12203.92919,4759532.383,0,12203.92919,13395.23294,12203.92919,0.1,13395.23294,0.1,1339.523294,0,279.111054,-399.031533,279.111054,1339.523294,-399.031533,940.491762,940.491762,20,18809.83523,4759532.383,18809.83523,4778342.218,0.1,0,0.1,0,0,0,0,12203.92919,12203.92919,12203.92919,13395.23294,12203.92919,13395.23294,-13395.23294,-13395.23294,12203.92919,-1191.303758,0.1,10,-1191.303758,10,-11913.03758,20,-11913.03758,-238260.7517,4778342.218,-238260.7517,4540081.466,4540081.466
9435.733783,390,20,9435.733783,9435.733783,9435.733783,9435.733783,9435.733783,390,9435.733783,3679936.175,0,9435.733783,12203.92919,9435.733783,0.1,12203.92919,0.1,1220.392919,0,940.491762,279.111054,940.491762,1220.392919,279.111054,1499.503972,1499.503972,20,29990.07944,3679936.175,29990.07944,3709926.255,0.1,0,0.1,0,0,0,0,9435.733783,9435.733783,9435.733783,12203.92919,9435.733783,12203.92919,-12203.92919,-12203.92919,9435.733783,-2768.195403,0.1,10,-2768.195403,10,-27681.95403,20,-27681.95403,-553639.0805,3709926.255,-553639.0805,3156287.174,3156287.174
5421.220629,390,20,5421.220629,5421.220629,5421.220629,5421.220629,5421.220629,390,5421.220629,2114276.045,0,5421.220629,9435.733783,5421.220629,0.1,9435.733783,0.1,943.573378,0,1499.503972,940.491762,1499.503972,943.573378,940.491762,1884.06514,1884.06514,20,37681.3028,2114276.045,37681.3028,2151957.348,0.1,0,0.1,0,0,0,0,5421.220629,5421.220629,5421.220629,9435.733783,5421.220629,9435.733783,-9435.733783,-9435.733783,5421.220629,-4014.513155,0.1,10,-4014.513155,10,-40145.13155,20,-40145.13155,-802902.6309,2151957.348,-802902.6309,1349054.717,1349054.717
782.475362,390,20,782.475362,782.475362,782.475362,782.475362,782.475362,390,782.475362,305165.391,0,782.475362,5421.220629,782.475362,0.1,5421.220629,0.1,542.122063,0,1884.06514,1499.503972,1884.06514,542.122063,1499.503972,2041.626035,2041.626035,20,40832.5207,305165.391,40832.5207,345997.9117,0.1,0,0.1,0,0,0,0,782.475362,782.475362,782.475362,5421.220629,782.475362,5421.220629,-5421.220629,-5421.220629,782.475362,-4638.745267,0.1,10,-4638.745267,10,-46387.45267,20,-46387.45267,-927749.0534,345997.9117,-927749.0534,-581751.1416,-581751.1416
-3810.055769,390,20,-3810.055769,-3810.055769,-3810.055769,-3810.055769,-3810.055769,390,-3810.055769,-1485921.75,0,-3810.055769,782.475362,-3810.055769,0.1,782.475362,0.1,78.247536,0,2041.626035,1884.06514,2041.626035,78.247536,1884.06514,1962.312676,1962.312676,20,39246.25352,-1485921.75,39246.25352,-1446675.496,0.1,0,0.1,0,0,0,0,-3810.055769,-3810.055769,-3810.055769,782.475362,-3810.055769,782.475362,-782.475362,-782.475362,-3810.055769,-4592.531131,0.1,10,-4592.531131,10,-45925.31131,20,-45925.31131,-918506.2261,-1446675.496,-918506.2261,-2365181.722,-2365181.722
-7828.913923,390,20,-7828.913923,-7828.913923,-7828.913923,-7828.913923,-7828.913923,390,-7828.913923,-3053276.43,0,-7828.913923,-3810.055769,-7828.913923,0.1,-3810.055769,0.1,-381.005577,0,1962.312676,2041.626035,1962.312676,-381.005577,2041.626035,1660.620458,1660.620458,20,33212.40916,-3053276.43,33212.40916,-3020064.021,0.1,0,0.1,0,0,0,0,-7828.913923,-7828.913923,-7828.913923,-3810.055769,-7828.913923,-3810.055769,3810.055769,3810.055769,-7828.913923,-4018.858154,0.1,10,-4018.858154,10,-40188.58154,20,-40188.58154,-803771.6307,-3020064.021,-803771.6307,-3823835.651,-3823835.651
-10919.26133,390,20,-10919.26133,-10919.26133,-10919.26133,-10919.26133,-10919.26133,390,-10919.26133,-4258511.917,0,-10919.26133,-7828.913923,-10919.26133,0.1,-7828.913923,0.1,-782.891392,0,1660.620458,1962.312676,1660.620458,-782.891392,1962.312676,1179.421284,1179.421284,20,23588.42568,-4258511.917,23588.42568,-4234923.491,0.1,0,0.1,0,0,0,0,-10919.26133,-10919.26133,-10919.26133,-7828.913923,-10919.26133,-7828.913923,7828.913923,7828.913923,-10919.26133,-3090.347403,0.1,10,-3090.347403,10,-30903.47403,20,-30903.47403,-618069.4806,-4234923.491,-618069.4806,-4852992.972,-4852992.972
-12848.23644,390,20,-12848.23644,-12848.23644,-12848.23644,-12848.23644,-12848.23644,390,-12848.23644,-5010812.211,0,-12848.23644,-10919.26133,-12848.23644,0.1,-10919.26133,0.1,-1091.926133,0,1179.421284,1660.620458,1179.421284,-1091.926133,1660.620458,568.694326,568.694326,20,11373.88651,-5010812.211,11373.88651,-4999438.324,0.1,0,0.1,0,0,0,0,-12848.23644,-12848.23644,-12848.23644,-10919.26133,-12848.23644,-10919.26133,10919.26133,10919.26133,-12848.23644,-1928.975112,0.1,10,-1928.975112,10,-19289.75112,20,-19289.75112,-385795.0223,-4999438.324,-385795.0223,-5385233.346,-5385233.346
-13445.53019,390,20,-13445.53019,-13445.53019,-13445.53019,-13445.53019,-13445.53019,390,-13445.53019,-5243756.775,0,-13445.53019,-12848.23644,-13445.53019,0.1,-12848.23644,0.1,-1284.823644,0,568.694326,1179.421284,568.694326,-1284.823644,1179.421284,-105.40236,-105.40236,20,-2108.047197,-5243756.775,-2108.047197,-5245864.822,0.1,0,0.1,0,0,0,0,-13445.53019,-13445.53019,-13445.53019,-12848.23644,-13445.53019,-12848.23644,12848.23644,12848.23644,-13445.53019,-597.293755,0.1,10,-597.293755,10,-5972.937545,20,-5972.937545,-119458.7509,-5245864.822,-119458.7509,-5365323.573,-5365323.573
-12556.3365,390,20,-12556.3365,-12556.3365,-12556.3365,-12556.3365,-12556.3365,390,-12556.3365,-4896971.234,0,-12556.3365,-13445.53019,-12556.3365,0.1,-13445.53019,0.1,-1344.553019,0,-105.40236,568.694326,-105.40236,-1344.553019,568.694326,-775.858694,-775.858694,20,-15517.17387,-4896971.234,-15517.17387,-4912488.408,0.1,0,0.1,0,0,0,0,-12556.3365,-12556.3365,-12556.3365,-13445.53019,-12556.3365,-13445.53019,13445.53019,13445.53019,-12556.3365,889.193694,0.1,10,889.193694,10,8891.936938,20,8891.936938,177838.7388,-4912488.408,177838.7388,-4734649.669,-4734649.669
-10072.73259,390,20,-10072.73259,-10072.73259,-10072.73259,-10072.73259,-10072.73259,390,-10072.73259,-3928365.709,0,-10072.73259,-12556.3365,-10072.73259,0.1,-12556.3365,0.1,-1255.63365,0,-775.858694,-105.40236,-775.858694,-1255.63365,-105.40236,-1361.03601,-1361.03601,20,-27220.72019,-3928365.709,-27220.72019,-3955586.429,0.1,0,0.1,0,0,0,0,-10072.73259,-10072.73259,-10072.73259,-12556.3365,-10072.73259,-12556.3365,12556.3365,12556.3365,-10072.73259,2483.603911,0.1,10,2483.603911,10,24836.03911,20,24836.03911,496720.7821,-3955586.429,496720.7821,-3458865.647,-3458865.647
-6250.273382,390,20,-6250.273382,-6250.273382,-6250.273382,-6250.273382,-6250.273382,390,-6250.273382,-2437606.619,0,-6250.273382,-10072.73259,-6250.273382,0.1,-10072.73259,0.1,-1007.273259,0,-1361.03601,-775.858694,-1361.03601,-1007.273259,-775.858694,-1783.131952,-1783.131952,20,-35662.63905,-2437606.619,-35662.63905,-2473269.258,0.1,0,0.1,0,0,0,0,-6250.273382,-6250.273382,-6250.273382,-10072.73259,-6250.273382,-10072.73259,10072.73259,10072.73259,-6250.273382,3822.459206,0.1,10,3822.459206,10,38224.59206,20,38224.59206,764491.8412,-2473269.258,764491.8412,-1708777.417,-1708777.417
